repeat,severity,mode,statistic,pvalue,reject,source_ess,target_ess,source_max_weight,target_max_weight
1,0.4,target,0.14648474260220357,0.002,1.0,180.0,113.43874031561174,1.0,2.8963336838525153
1,0.4,both,0.08540461224634623,0.524,0.0,113.35366293144247,113.43874031561174,2.59132488086078,2.8963336838525153
1,0.4,crump,0.12841848640896944,0.004,1.0,115.0,116.0,1.0,1.0
2,0.0,unweighted,0.09015554126657523,0.32,0.0,180.0,180.0,1.0,1.0
2,0.0,source,0.09047492707882054,0.324,0.0,179.9993400300988,180.0,1.0041149532151845,1.0
2,0.0,target,0.09001905124567455,0.342,0.0,180.0,179.99932345449716,1.0,1.006204202634336
2,0.0,both,0.09033799475022185,0.334,0.0,179.9993400300988,179.99932345449716,1.0041149532151845,1.006204202634336
2,0.0,crump,0.09015554126657523,0.32,0.0,180.0,180.0,1.0,1.0
2,0.1,unweighted,0.1121940957933242,0.014,1.0,180.0,180.0,1.0,1.0
2,0.1,source,0.09898552379770133,0.118,0.0,171.28751904246758,180.0,1.4124327103222079,1.0
2,0.1,target,0.09213441681676116,0.286,0.0,180.0,171.8393975390627,1.0,1.561784865061374
2,0.1,both,0.0790082935080878,0.734,0.0,171.28751904246758,171.8393975390627,1.4124327103222079,1.561784865061374
2,0.1,crump,0.1121940957933242,0.014,1.0,180.0,180.0,1.0,1.0
2,0.2,unweighted,0.14532565538789818,0.002,1.0,180.0,180.0,1.0,1.0
2,0.2,source,0.12404766590519928,0.002,1.0,156.05456944684494,180.0,1.7366194650775442,1.0
2,0.2,target,0.10130974207209564,0.074,0.0,180.0,154.92736785188873,1.0,1.9478584644567443
2,0.2,both,0.07876335434194863,0.73,0.0,156.05456944684494,154.92736785188873,1.7366194650775442,1.9478584644567443
2,0.2,crump,0.14532565538789818,0.002,1.0,180.0,180.0,1.0,1.0
2,0.3,unweighted,0.1805445177945435,0.002,1.0,180.0,180.0,1.0,1.0
2,0.3,source,0.1354863633382119,0.002,1.0,129.60610492946478,180.0,2.2373849739720404,1.0
2,0.3,target,0.12089515563457362,0.002,1.0,180.0,132.99116068677438,1.0,2.4319237601485804
2,0.3,both,0.06948931412856504,0.928,0.0,129.60610492946478,132.99116068677438,2.2373849739720404,2.4319237601485804
2,0.3,crump,0.13472084372142482,0.002,1.0,158.0,148.0,1.0,1.0
2,0.4,unweighted,0.21990860768175585,0.002,1.0,180.0,180.0,1.0,1.0
2,0.4,source,0.16533988012359174,0.002,1.0,106.28645350394116,180.0,2.825384769823479,1.0
2,0.4,target,0.14062839249251824,0.002,1.0,180.0,110.73715348137043,1.0,2.635697347286264
2,0.4,both,0.06767845159807123,0.944,0.0,106.28645350394116,110.73715348137043,2.825384769823479,2.635697347286264
2,0.4,crump,0.10307079014479874,0.082,0.0,114.0,112.0,1.0,1.0
3,0.0,unweighted,0.0863972155540314,0.446,0.0,180.0,180.0,1.0,1.0
3,0.0,source,0.08359745442171662,0.578,0.0,179.52091265911687,180.0,1.1344800543797173,1.0
3,0.0,target,0.08282596026280456,0.602,0.0,180.0,179.52629703051068,1.0,1.1402027960727559
3,0.0,both,0.08006362828551827,0.706,0.0,179.52091265911687,179.52629703051068,1.1344800543797173,1.1402027960727559
3,0.0,crump,0.0863972155540314,0.446,0.0,180.0,180.0,1.0,1.0
3,0.1,unweighted,0.11304343373723519,0.014,1.0,180.0,180.0,1.0,1.0
3,0.1,source,0.09795793630067026,0.12,0.0,170.12112113706593,180.0,1.5437848291798806,1.0
3,0.1,target,0.08942080098193605,0.34,0.0,180.0,168.36478222315017,1.0,1.573063054104926
3,0.1,both,0.07449981062833738,0.854,0.0,170.12112113706593,168.36478222315017,1.5437848291798806,1.573063054104926
3,0.1,crump,0.11304343373723519,0.014,1.0,180.0,180.0,1.0,1.0
3,0.2,unweighted,0.14686549401768023,0.002,1.0,180.0,180.0,1.0,1.0
3,0.2,source,0.12366102692256156,0.002,1.0,157.4105087516731,180.0,1.8149547749719603,1.0
3,0.2,target,0.10444913825124848,0.06,0.0,180.0,155.0345279483203,1.0,1.8518776530073306
3,0.2,both,0.08038643411741887,0.712,0.0,157.4105087516731,155.0345279483203,1.8149547749719603,1.8518776530073306
3,0.2,crump,0.14686549401768023,0.002,1.0,180.0,180.0,1.0,1.0
3,0.3,unweighted,0.16970384278311235,0.002,1.0,180.0,180.0,1.0,1.0
3,0.3,source,0.13889322413212815,0.002,1.0,144.41299866843963,180.0,2.0727791281412324,1.0
3,0.3,target,0.11171991463098908,0.008,1.0,180.0,141.05508830770543,1.0,2.117470078371431
3,0.3,both,0.07892180131905512,0.736,0.0,144.41299866843963,141.05508830770543,2.0727791281412324,2.117470078371431
3,0.3,crump,0.16054327955054548,0.002,1.0,174.0,173.0,1.0,1.0
3,0.4,unweighted,0.2038077998780674,0.002,1.0,180.0,180.0,1.0,1.0
3,0.4,source,0.1657328650443069,0.002,1.0,125.89542950876402,180.0,2.4530848527955613,1.0
3,0.4,target,0.12986865209480045,0.002,1.0,180.0,123.89584544744409,1.0,2.426421913801598
3,0.4,both,0.0793366618887463,0.696,0.0,125.89542950876402,123.89584544744409,2.4530848527955613,2.426421913801598
3,0.4,crump,0.140568298860229,0.002,1.0,141.0,137.0,1.0,1.0
4,0.0,unweighted,0.0842659474546563,0.5,0.0,180.0,180.0,1.0,1.0
4,0.0,source,0.08169140972244487,0.626,0.0,179.62252613261978,180.0,1.1332654922715348,1.0
4,0.0,target,0.08069081404321746,0.67,0.0,180.0,179.4994130714025,1.0,1.1254595585614107
4,0.0,both,0.07817708437971387,0.752,0.0,179.62252613261978,179.4994130714025,1.1332654922715348,1.1254595585614107
4,0.0,crump,0.0842659474546563,0.5,0.0,180.0,180.0,1.0,1.0
4,0.1,unweighted,0.13089800811614086,0.002,1.0,180.0,180.0,1.0,1.0
4,0.1,source,0.11462823610353655,0.002,1.0,167.78515345011843,180.0,1.6559674769891628,1.0
4,0.1,target,0.10084188171375541,0.074,0.0,180.0,164.382059220045,1.0,1.6513426376323366
4,0.1,both,0.08513932277587284,0.476,0.0,167.78515345011843,164.382059220045,1.6559674769891628,1.6513426376323366
4,0.1,crump,0.13089800811614086,0.002,1.0,180.0,180.0,1.0,1.0
4,0.2,unweighted,0.17224489692882183,0.002,1.0,180.0,180.0,1.0,1.0
4,0.2,source,0.14866231468598418,0.002,1.0,148.39055899775855,180.0,2.0652604820822487,1.0
4,0.2,target,0.11541806535991916,0.008,1.0,180.0,143.677095205057,1.0,2.07711438281877
4,0.2,both,0.08951755147070539,0.366,0.0,148.39055899775855,143.677095205057,2.0652604820822487,2.07711438281877
4,0.2,crump,0.16131488330996746,0.002,1.0,172.0,172.0,1.0,1.0
4,0.3,unweighted,0.19743551764212774,0.002,1.0,180.0,180.0,1.0,1.0
4,0.3,source,0.15830871199759292,0.002,1.0,126.65656605747947,180.0,2.5048025162392693,1.0
4,0.3,target,0.12785119051623756,0.002,1.0,180.0,125.2323211220413,1.0,2.4955091174370905
4,0.3,both,0.0819439907887448,0.634,0.0,126.65656605747947,125.2323211220413,2.5048025162392693,2.4955091174370905
4,0.3,crump,0.14338195089862849,0.002,1.0,137.0,146.0,1.0,1.0
4,0.4,unweighted,0.22569790047248894,0.002,1.0,180.0,180.0,1.0,1.0
4,0.4,source,0.18287685971326498,0.002,1.0,109.47497004144577,180.0,2.939444210129824,1.0
4,0.4,target,0.14400025107727077,0.002,1.0,180.0,110.51559175234907,1.0,2.91255020406688
4,0.4,both,0.08990692476536083,0.406,0.0,109.47497004144577,110.51559175234907,2.939444210129824,2.91255020406688
4,0.4,crump,0.1457805293516704,0.002,1.0,112.0,122.0,1.0,1.0
5,0.0,unweighted,0.08074990474013108,0.64,0.0,180.0,180.0,1.0,1.0
5,0.0,source,0.08048665712384363,0.658,0.0,179.97898290193854,180.0,1.0283580095265459,1.0
5,0.0,target,0.0798952672259188,0.686,0.0,180.0,179.9754716826696,1.0,1.0291781302980387
5,0.0,both,0.07963125148138982,0.7,0.0,179.97898290193854,179.9754716826696,1.0283580095265459,1.0291781302980387
5,0.0,crump,0.08074990474013108,0.64,0.0,180.0,180.0,1.0,1.0
5,0.1,unweighted,0.11791719059594574,0.004,1.0,180.0,180.0,1.0,1.0
5,0.1,source,0.10272466422491539,0.062,0.0,168.46243440874335,180.0,1.4515710479758153,1.0
5,0.1,target,0.09101468374491191,0.272,0.0,180.0,167.22293315609963,1.0,1.5793234385509256
5,0.1,both,0.07591680384679345,0.856,0.0,168.46243440874335,167.22293315609963,1.4515710479758153,1.5793234385509256
5,0.1,crump,0.11791719059594574,0.004,1.0,180.0,180.0,1.0,1.0
5,0.2,unweighted,0.1565315348270081,0.002,1.0,180.0,180.0,1.0,1.0
5,0.2,source,0.13371894622577618,0.002,1.0,154.71172126910466,180.0,1.691300382507329,1.0
5,0.2,target,0.11070384527567366,0.014,1.0,180.0,153.0968471861914,1.0,1.8637790244223407
5,0.2,both,0.0861954386276983,0.474,0.0,154.71172126910466,153.0968471861914,1.691300382507329,1.8637790244223407
5,0.2,crump,0.15609392826552088,0.002,1.0,179.0,180.0,1.0,1.0
5,0.3,unweighted,0.18606206561499772,0.002,1.0,180.0,180.0,1.0,1.0
5,0.3,source,0.15407866405734252,0.002,1.0,133.44719226723814,180.0,2.0272586537842465,1.0
5,0.3,target,0.11834351230885948,0.006,1.0,180.0,132.97087094089787,1.0,2.273788778418886
5,0.3,both,0.07879229057149142,0.708,0.0,133.44719226723814,132.97087094089787,2.0272586537842465,2.273788778418886
5,0.3,crump,0.1588371887089326,0.002,1.0,165.0,158.0,1.0,1.0
5,0.4,unweighted,0.20561862235177564,0.002,1.0,180.0,180.0,1.0,1.0
5,0.4,source,0.16462024011443727,0.002,1.0,115.2776878671323,180.0,2.42925748453997,1.0
5,0.4,target,0.12501969293540077,0.004,1.0,180.0,117.66823121282548,1.0,2.6360235205566696
5,0.4,both,0.07031784763080981,0.908,0.0,115.2776878671323,117.66823121282548,2.42925748453997,2.6360235205566696
5,0.4,crump,0.1250681506604084,0.004,1.0,135.0,127.0,1.0,1.0
6,0.0,unweighted,0.07832777968297515,0.748,0.0,180.0,180.0,1.0,1.0
6,0.0,source,0.07779982955929814,0.784,0.0,179.969476267681,180.0,1.035398129619265,1.0
6,0.0,target,0.0774711582677228,0.798,0.0,180.0,179.96716208551487,1.0,1.0329073933578026
6,0.0,both,0.0769447632091253,0.808,0.0,179.969476267681,179.96716208551487,1.035398129619265,1.0329073933578026
6,0.0,crump,0.07832777968297515,0.748,0.0,180.0,180.0,1.0,1.0
6,0.1,unweighted,0.10586900720164609,0.03,1.0,180.0,180.0,1.0,1.0
6,0.1,source,0.09014970913935606,0.3,0.0,169.03070352300836,180.0,1.515482176579072,1.0
6,0.1,target,0.08857491243740105,0.35,0.0,180.0,172.22745945067845,1.0,1.47725219794642
6,0.1,both,0.07336295367402862,0.872,0.0,169.03070352300836,172.22745945067845,1.515482176579072,1.47725219794642
6,0.1,crump,0.10586900720164609,0.03,1.0,180.0,180.0,1.0,1.0
6,0.2,unweighted,0.1612836295915257,0.002,1.0,180.0,180.0,1.0,1.0
6,0.2,source,0.12868514423783703,0.002,1.0,145.16363265872863,180.0,2.0089008523060126,1.0
6,0.2,target,0.11674811018792572,0.006,1.0,180.0,150.42441098285144,1.0,1.9440856614228474
6,0.2,both,0.08283931196214658,0.608,0.0,145.16363265872863,150.42441098285144,2.0089008523060126,1.9440856614228474
6,0.2,crump,0.15293452348602632,0.002,1.0,177.0,173.0,1.0,1.0
6,0.3,unweighted,0.177292370637098,0.002,1.0,180.0,180.0,1.0,1.0
6,0.3,source,0.1345243028805472,0.002,1.0,134.97138040460285,180.0,2.2221371782889534,1.0
6,0.3,target,0.12257025384218055,0.002,1.0,180.0,138.39295583895404,1.0,2.1553290198049475
6,0.3,both,0.07834692359037317,0.756,0.0,134.97138040460285,138.39295583895404,2.2221371782889534,2.1553290198049475
6,0.3,crump,0.15286240732227302,0.002,1.0,162.0,164.0,1.0,1.0
6,0.4,unweighted,0.20621138450693494,0.002,1.0,180.0,180.0,1.0,1.0
6,0.4,source,0.1667732391597944,0.002,1.0,116.41550830536823,180.0,2.560676664934495,1.0
6,0.4,target,0.12967892970813358,0.002,1.0,180.0,120.20891669829668,1.0,2.5660350956626674
6,0.4,both,0.0753937116782892,0.836,0.0,116.41550830536823,120.20891669829668,2.560676664934495,2.5660350956626674
6,0.4,crump,0.12940039628105476,0.002,1.0,135.0,130.0,1.0,1.0
7,0.0,unweighted,0.09625147081237617,0.136,0.0,180.0,180.0,1.0,1.0
7,0.0,source,0.09041495840904032,0.296,0.0,178.45855936820843,180.0,1.2151103535078265,1.0
7,0.0,target,0.09014915624781109,0.312,0.0,180.0,178.72578345233615,1.0,1.2255404073728828
7,0.0,both,0.08445333210197051,0.548,0.0,178.45855936820843,178.72578345233615,1.2151103535078265,1.2255404073728828
7,0.0,crump,0.09625147081237617,0.136,0.0,180.0,180.0,1.0,1.0
7,0.1,unweighted,0.12976888050602042,0.002,1.0,180.0,180.0,1.0,1.0
7,0.1,source,0.10986773102792334,0.01,1.0,163.87069374519987,180.0,1.6281580208740878,1.0
7,0.1,target,0.10081770118582652,0.074,0.0,180.0,165.45675994292918,1.0,1.4746613775793713
7,0.1,both,0.08066792677998261,0.646,0.0,163.87069374519987,165.45675994292918,1.6281580208740878,1.4746613775793713
7,0.1,crump,0.12976888050602042,0.002,1.0,180.0,180.0,1.0,1.0
7,0.2,unweighted,0.16061130163084897,0.002,1.0,180.0,180.0,1.0,1.0
7,0.2,source,0.13191661878888392,0.002,1.0,148.62972602776455,180.0,1.9235672611148453,1.0
7,0.2,target,0.11764541369641351,0.006,1.0,180.0,151.51897411590957,1.0,1.7465571458760005
7,0.2,both,0.08681818335454292,0.432,0.0,148.62972602776455,151.51897411590957,1.9235672611148453,1.7465571458760005
7,0.2,crump,0.15425345984627617,0.002,1.0,175.0,176.0,1.0,1.0
7,0.3,unweighted,0.17848324188385917,0.002,1.0,180.0,180.0,1.0,1.0
7,0.3,source,0.13276827567116534,0.002,1.0,130.525241351306,180.0,2.2340691922921825,1.0
7,0.3,target,0.12674448333079424,0.004,1.0,180.0,139.27424498078895,1.0,1.9843487551306525
7,0.3,both,0.07595937901634851,0.79,0.0,130.525241351306,139.27424498078895,2.2340691922921825,1.9843487551306525
7,0.3,crump,0.1371439101212636,0.002,1.0,147.0,158.0,1.0,1.0
7,0.4,unweighted,0.2087857481710105,0.002,1.0,180.0,180.0,1.0,1.0
7,0.4,source,0.16270482523580956,0.002,1.0,115.85146353640975,180.0,2.5698311908821476,1.0
7,0.4,target,0.1405051961826223,0.002,1.0,180.0,124.06056669592881,1.0,2.2747803657216985
7,0.4,both,0.08411352473388312,0.506,0.0,115.85146353640975,124.06056669592881,2.5698311908821476,2.2747803657216985
7,0.4,crump,0.13444943535596804,0.002,1.0,128.0,133.0,1.0,1.0
8,0.0,unweighted,0.08772612120865722,0.4,0.0,180.0,180.0,1.0,1.0
8,0.0,source,0.09073937323864559,0.314,0.0,179.62259374261382,180.0,1.1153818552734998,1.0
8,0.0,target,0.09165562609579288,0.278,0.0,180.0,179.48779437714035,1.0,1.120641784903062
8,0.0,both,0.09474670154405498,0.188,0.0,179.62259374261382,179.48779437714035,1.1153818552734998,1.120641784903062
8,0.0,crump,0.08772612120865722,0.4,0.0,180.0,180.0,1.0,1.0
8,0.1,unweighted,0.10787514098460599,0.016,1.0,180.0,180.0,1.0,1.0
8,0.1,source,0.10103522675687858,0.054,0.0,176.67974423093355,180.0,1.2721863474874733,1.0
8,0.1,target,0.09348436522512221,0.222,0.0,180.0,176.02170248719517,1.0,1.3210383301232758
8,0.1,both,0.08683885763853788,0.448,0.0,176.67974423093355,176.02170248719517,1.2721863474874733,1.3210383301232758
8,0.1,crump,0.10787514098460599,0.016,1.0,180.0,180.0,1.0,1.0
8,0.2,unweighted,0.1333312519051974,0.002,1.0,180.0,180.0,1.0,1.0
8,0.2,source,0.11849770817788366,0.002,1.0,167.98567956898907,180.0,1.5055163060379868,1.0
8,0.2,target,0.10144671313311755,0.06,0.0,180.0,166.05609431549829,1.0,1.590287763339563
8,0.2,both,0.08678088665246775,0.404,0.0,167.98567956898907,166.05609431549829,1.5055163060379868,1.590287763339563
8,0.2,crump,0.1333312519051974,0.002,1.0,180.0,180.0,1.0,1.0
8,0.3,unweighted,0.17771045667581162,0.002,1.0,180.0,180.0,1.0,1.0
8,0.3,source,0.15179946516169207,0.002,1.0,148.91979762828961,180.0,1.884925593021969,1.0
8,0.3,target,0.1182522466212632,0.004,1.0,180.0,142.72880022561756,1.0,2.0549385953756576
8,0.3,both,0.0898023826036641,0.328,0.0,148.91979762828961,142.72880022561756,1.884925593021969,2.0549385953756576
8,0.3,crump,0.1756125481484193,0.002,1.0,177.0,179.0,1.0,1.0
8,0.4,unweighted,0.1994400205761317,0.002,1.0,180.0,180.0,1.0,1.0
8,0.4,source,0.16443626719117974,0.002,1.0,132.37867903495936,180.0,2.219304752639545,1.0
8,0.4,target,0.12617160588702092,0.002,1.0,180.0,127.59870085010651,1.0,2.3841086257143496
8,0.4,both,0.08633066365732066,0.444,0.0,132.37867903495936,127.59870085010651,2.219304752639545,2.3841086257143496
8,0.4,crump,0.1780141078642313,0.002,1.0,158.0,165.0,1.0,1.0
9,0.0,unweighted,0.0820038808870599,0.604,0.0,180.0,180.0,1.0,1.0
9,0.0,source,0.07932461169656925,0.73,0.0,179.6100236763702,180.0,1.1219196791371233,1.0
9,0.0,target,0.07921157603142112,0.736,0.0,180.0,179.66302680254506,1.0,1.1263880114948135
9,0.0,both,0.07658107381029407,0.832,0.0,179.6100236763702,179.66302680254506,1.1219196791371233,1.1263880114948135
9,0.0,crump,0.0820038808870599,0.604,0.0,180.0,180.0,1.0,1.0
9,0.1,unweighted,0.10882980204999237,0.02,1.0,180.0,180.0,1.0,1.0
9,0.1,source,0.09167042246023643,0.244,0.0,169.28723757782214,180.0,1.4997943599908645,1.0
9,0.1,target,0.09126849864810344,0.258,0.0,180.0,171.17264819797956,1.0,1.5757922144357734
9,0.1,both,0.07477699017247437,0.866,0.0,169.28723757782214,171.17264819797956,1.4997943599908645,1.5757922144357734
9,0.1,crump,0.10882980204999237,0.02,1.0,180.0,180.0,1.0,1.0
9,0.2,unweighted,0.14173107186404513,0.002,1.0,180.0,180.0,1.0,1.0
9,0.2,source,0.1130618469359924,0.004,1.0,154.17644679601818,180.0,1.8078090620141136,1.0
9,0.2,target,0.10070710040475359,0.078,0.0,180.0,153.6936397522871,1.0,1.935224925082637
9,0.2,both,0.07207223670226337,0.908,0.0,154.17644679601818,153.6936397522871,1.8078090620141136,1.935224925082637
9,0.2,crump,0.13910761632026483,0.002,1.0,179.0,178.0,1.0,1.0
9,0.3,unweighted,0.17614305174516082,0.002,1.0,180.0,180.0,1.0,1.0
9,0.3,source,0.1424141015415818,0.002,1.0,138.4741689554112,180.0,2.1034492461766243,1.0
9,0.3,target,0.11653403412755092,0.002,1.0,180.0,138.04023332455654,1.0,2.2449769173822327
9,0.3,both,0.07881730346898985,0.73,0.0,138.4741689554112,138.04023332455654,2.1034492461766243,2.2449769173822327
9,0.3,crump,0.14974657564509966,0.002,1.0,162.0,162.0,1.0,1.0
9,0.4,unweighted,0.2128885678631306,0.002,1.0,180.0,180.0,1.0,1.0
9,0.4,source,0.171792614028405,0.002,1.0,123.62147823483156,180.0,2.403423803558955,1.0
9,0.4,target,0.1417209352983244,0.002,1.0,180.0,123.56106027975542,1.0,2.5685851672396387
9,0.4,both,0.08775427146124012,0.46,0.0,123.62147823483156,123.56106027975542,2.403423803558955,2.5685851672396387
9,0.4,crump,0.1460691764644883,0.002,1.0,132.0,139.0,1.0,1.0
10,0.0,unweighted,0.08410040390184423,0.49,0.0,180.0,180.0,1.0,1.0
10,0.0,source,0.08393935284068962,0.512,0.0,179.9839251492159,180.0,1.0341661449616912,1.0
10,0.0,target,0.08351057029269426,0.53,0.0,180.0,179.9845606805019,1.0,1.0252882252176083
10,0.0,both,0.0833492090158134,0.546,0.0,179.9839251492159,179.9845606805019,1.0341661449616912,1.0252882252176083
10,0.0,crump,0.08410040390184423,0.49,0.0,180.0,180.0,1.0,1.0
10,0.1,unweighted,0.11310522976680384,0.01,1.0,180.0,180.0,1.0,1.0
10,0.1,source,0.09876303951272938,0.084,0.0,169.91250161898157,180.0,1.646062704092954,1.0
10,0.1,target,0.09224163557679332,0.234,0.0,180.0,170.67912190249396,1.0,1.519377804351504
10,0.1,both,0.07809850854874117,0.762,0.0,169.91250161898157,170.67912190249396,1.646062704092954,1.519377804351504
10,0.1,crump,0.11310522976680384,0.01,1.0,180.0,180.0,1.0,1.0
10,0.2,unweighted,0.1719009040161561,0.002,1.0,180.0,180.0,1.0,1.0
10,0.2,source,0.14491211814446614,0.002,1.0,150.57296377812835,180.0,2.099556099862567,1.0
10,0.2,target,0.12505692183890554,0.004,1.0,180.0,149.9321960591824,1.0,1.95138768205626
10,0.2,both,0.09556057094377243,0.192,0.0,150.57296377812835,149.9321960591824,2.099556099862567,1.95138768205626
10,0.2,crump,0.1672645297007902,0.002,1.0,178.0,176.0,1.0,1.0
10,0.3,unweighted,0.19240883440024387,0.002,1.0,180.0,180.0,1.0,1.0
10,0.3,source,0.15766905975467976,0.002,1.0,136.42952019267915,180.0,2.3963866292810727,1.0
10,0.3,target,0.13461397009697998,0.002,1.0,180.0,135.96389862267915,1.0,2.2549821141387736
10,0.3,both,0.09662527684920308,0.158,0.0,136.42952019267915,135.96389862267915,2.3963866292810727,2.2549821141387736
10,0.3,crump,0.1727782309915718,0.002,1.0,157.0,165.0,1.0,1.0
10,0.4,unweighted,0.20681447283188537,0.002,1.0,180.0,180.0,1.0,1.0
10,0.4,source,0.16351504352273388,0.002,1.0,122.45113171085728,180.0,2.7115688387355097,1.0
10,0.4,target,0.13779652895981054,0.002,1.0,180.0,123.48451286795,1.0,2.5779577059161998
10,0.4,both,0.08542705086763067,0.488,0.0,122.45113171085728,123.48451286795,2.7115688387355097,2.5779577059161998
10,0.4,crump,0.15052772518963353,0.002,1.0,132.0,143.0,1.0,1.0
11,0.0,unweighted,0.07260913827922572,0.886,0.0,180.0,180.0,1.0,1.0
11,0.0,source,0.07369797982274139,0.856,0.0,179.98103800348738,180.0,1.0311519211111126,1.0
11,0.0,target,0.07322096438070533,0.876,0.0,180.0,179.98139568397113,1.0,1.035301221537394
11,0.0,both,0.07431551263691664,0.846,0.0,179.98103800348738,179.98139568397113,1.0311519211111126,1.035301221537394
11,0.0,crump,0.07260913827922572,0.886,0.0,180.0,180.0,1.0,1.0
11,0.1,unweighted,0.09539873113854594,0.144,0.0,180.0,180.0,1.0,1.0
11,0.1,source,0.08483093741179096,0.466,0.0,174.63343364148486,180.0,1.4475583668176377,1.0
11,0.1,target,0.08225591256130378,0.572,0.0,180.0,175.10841410107142,1.0,1.379697247528957
11,0.1,both,0.0720378410371794,0.902,0.0,174.63343364148486,175.10841410107142,1.4475583668176377,1.379697247528957
11,0.1,crump,0.09539873113854594,0.144,0.0,180.0,180.0,1.0,1.0
